日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2019-11-29,'600008,首创股份,3.28,3.28,3.25,3.26,3.26,0.02,0.6135,0.1005,5713621,18636696.0,18648270119.0,18648270119.0,None
2019-11-28,'600008,首创股份,3.26,3.28,3.25,3.27,3.26,0.0,0.0,0.1315,7476789,24388250.0,18534561154.8,18534561154.8,None
2019-11-27,'600008,首创股份,3.26,3.28,3.24,3.25,3.26,0.0,0.0,0.1067,6066800,19786600.0,18534561154.8,18534561154.8,None
2019-11-26,'600008,首创股份,3.26,3.29,3.25,3.27,3.27,-0.01,-0.3058,0.1274,7244691,23647024.0,18534561154.8,18534561154.8,None
2019-11-25,'600008,首创股份,3.27,3.29,3.21,3.24,3.24,0.03,0.9259,0.1813,10309838,33605850.0,18591415636.9,18591415636.9,None
2019-11-22,'600008,首创股份,3.24,3.28,3.23,3.24,3.24,0.0,0.0,0.1506,8561200,27899604.0,18420852190.7,18420852190.7,None
2019-11-21,'600008,首创股份,3.24,3.24,3.2,3.21,3.22,0.02,0.6211,0.081,4606950,14861149.0,18420852190.7,18420852190.7,None
2019-11-20,'600008,首创股份,3.22,3.26,3.21,3.26,3.25,-0.03,-0.9231,0.1011,5749422,18557682.0,18307143226.5,18307143226.5,None
2019-11-19,'600008,首创股份,3.25,3.25,3.19,3.21,3.19,0.06,1.8809,0.1316,7484334,24176966.0,18477706672.8,18477706672.8,None
2019-11-18,'600008,首创股份,3.19,3.21,3.15,3.17,3.19,0.0,0.0,0.1214,6900498,21992145.0,18136579780.3,18136579780.3,None
2019-11-15,'600008,首创股份,3.19,3.23,3.18,3.22,3.22,-0.03,-0.9317,0.1023,5814931,18635330.0,18136579780.3,18136579780.3,None
2019-11-14,'600008,首创股份,3.22,3.23,3.17,3.22,3.19,0.03,0.9404,0.1357,7717138,24763664.0,18307143226.5,18307143226.5,None
2019-11-13,'600008,首创股份,3.19,3.26,3.19,3.26,3.24,-0.05,-1.5432,0.186,8966510,28794793.0,18136579780.3,15377759055.6,None
2019-11-12,'600008,首创股份,3.24,3.27,3.23,3.25,3.25,-0.01,-0.3077,0.1374,6623506,21488699.0,18420852190.7,15618789761.8,None
2019-11-11,'600008,首创股份,3.25,3.31,3.25,3.31,3.32,-0.07,-2.1084,0.1881,9066011,29621827.0,18477706672.8,15666995903.0,None
2019-11-08,'600008,首创股份,3.32,3.34,3.31,3.33,3.32,0.0,0.0,0.1448,6978400,23217355.0,18875688047.2,16004438891.7,None
2019-11-07,'600008,首创股份,3.32,3.35,3.31,3.33,3.32,0.0,0.0,0.1378,6640571,22082081.0,18875688047.2,16004438891.7,None
2019-11-06,'600008,首创股份,3.32,3.36,3.3,3.36,3.35,-0.03,-0.8955,0.1719,8284294,27579688.0,18875688047.2,16004438891.7,None
2019-11-05,'600008,首创股份,3.35,3.37,3.34,3.36,3.35,0.0,0.0,0.1351,6514844,21861344.0,19046251493.5,16149057315.4,None
2019-11-04,'600008,首创股份,3.35,3.38,3.34,3.34,3.34,0.01,0.2994,0.2191,10560730,35481283.0,19046251493.5,16149057315.4,None
2019-11-01,'600008,首创股份,3.34,3.36,3.31,3.32,3.32,0.02,0.6024,0.2096,10102963,33736379.0,18989397011.4,16100851174.2,None
2019-10-31,'600008,首创股份,3.32,3.37,3.31,3.35,3.36,-0.04,-1.1905,0.1887,9098047,30393488.0,18875688047.2,16004438891.7,None
2019-10-30,'600008,首创股份,3.36,3.42,3.36,3.4,3.42,-0.06,-1.7544,0.2694,12987779,43789758.0,19103105975.5,16197263456.6,None
2019-10-29,'600008,首创股份,3.42,3.46,3.41,3.44,3.45,-0.03,-0.8696,0.1873,9029600,30934751.0,19444232867.9,16486500304.1,None
2019-10-28,'600008,首创股份,3.45,3.46,3.42,3.42,3.43,0.02,0.5831,0.2544,12262105,42255792.0,19614796314.2,16631118727.8,None
2019-10-25,'600008,首创股份,3.43,3.44,3.39,3.41,3.42,0.01,0.2924,0.1577,7600391,25939726.0,19501087350.0,16534706445.3,None
2019-10-24,'600008,首创股份,3.42,3.43,3.38,3.38,3.39,0.03,0.885,0.179,8631300,29368706.0,19444232867.9,16486500304.1,None
2019-10-23,'600008,首创股份,3.39,3.46,3.38,3.44,3.43,-0.04,-1.1662,0.1403,6764323,23081399.0,19273669421.7,16341881880.4,None
2019-10-22,'600008,首创股份,3.43,3.45,3.38,3.39,3.39,0.04,1.1799,0.2336,11262686,38528258.0,19501087350.0,16534706445.3,None
2019-10-21,'600008,首创股份,3.39,3.41,3.36,3.41,3.41,-0.02,-0.5865,0.2399,11565322,39124760.0,19273669421.7,16341881880.4,None
2019-10-18,'600008,首创股份,3.41,3.49,3.4,3.48,3.47,-0.06,-1.7291,0.2628,12667068,43695986.0,19387378385.9,16438294162.8,None
2019-10-17,'600008,首创股份,3.47,3.49,3.42,3.44,3.45,0.02,0.5797,0.3256,15695049,54441431.0,19728505278.3,16727531010.3,None
2019-10-16,'600008,首创股份,3.45,3.49,3.43,3.43,3.43,0.02,0.5831,0.3046,14681469,50841044.0,19614796314.2,16631118727.8,None
2019-10-15,'600008,首创股份,3.43,3.47,3.42,3.47,3.46,-0.03,-0.8671,0.1952,9409855,32299645.0,19501087350.0,16534706445.3,None
2019-10-14,'600008,首创股份,3.46,3.49,3.44,3.48,3.46,0.0,0.0,0.3043,14668357,50792171.0,19671650796.2,16679324869.0,None
2019-10-11,'600008,首创股份,3.46,3.47,3.41,3.42,3.41,0.05,1.4663,0.3232,15578219,53737443.0,19671650796.2,16679324869.0,None
2019-10-10,'600008,首创股份,3.41,3.42,3.36,3.38,3.38,0.03,0.8876,0.1956,9429135,32054581.0,19387378385.9,16438294162.8,None
2019-10-09,'600008,首创股份,3.38,3.4,3.31,3.35,3.36,0.02,0.5952,0.1681,8102917,27294012.0,19216814939.7,16293675739.1,None
2019-10-08,'600008,首创股份,3.36,3.38,3.32,3.32,3.32,0.04,1.2048,0.1819,8766700,29467811.0,19103105975.5,16197263456.6,None
2019-09-30,'600008,首创股份,3.32,3.38,3.32,3.35,3.36,-0.04,-1.1905,0.1964,9469800,31751564.0,18875688047.2,16004438891.7,None
2019-09-27,'600008,首创股份,3.36,3.4,3.33,3.35,3.36,0.0,0.0,0.2088,10067418,33952442.0,19103105975.5,16197263456.6,None
2019-09-26,'600008,首创股份,3.36,3.43,3.36,3.41,3.41,-0.05,-1.4663,0.3023,14570421,49237943.0,19103105975.5,16197263456.6,None
2019-09-25,'600008,首创股份,3.41,3.45,3.39,3.4,3.42,-0.01,-0.2924,0.2661,12829570,43912728.0,19387378385.9,16438294162.8,None
2019-09-24,'600008,首创股份,3.42,3.45,3.39,3.4,3.4,0.02,0.5882,0.2813,13561957,46569888.0,19444232867.9,16486500304.1,None
2019-09-23,'600008,首创股份,3.4,3.45,3.37,3.45,3.44,-0.04,-1.1628,0.2977,14351770,48824781.0,19330523903.8,16390088021.6,None
2019-09-20,'600008,首创股份,3.44,3.48,3.44,3.48,3.47,-0.03,-0.8646,0.2006,9670560,33373442.0,19557941832.1,16582912586.6,None
2019-09-19,'600008,首创股份,3.47,3.48,3.4,3.44,3.43,0.04,1.1662,0.2921,14082776,48475737.0,19728505278.3,16727531010.3,None
2019-09-18,'600008,首创股份,3.43,3.5,3.43,3.48,3.46,-0.03,-0.8671,0.2262,10902933,37762096.0,19501087350.0,16534706445.3,None
2019-09-17,'600008,首创股份,3.46,3.55,3.45,3.54,3.53,-0.07,-1.983,0.414,19959412,69705597.0,19671650796.2,16679324869.0,None
2019-09-16,'600008,首创股份,3.53,3.56,3.52,3.53,3.52,0.01,0.2841,0.4362,21027203,74422107.0,20069632170.7,17016767857.7,None
2019-09-12,'600008,首创股份,3.52,3.54,3.5,3.53,3.54,-0.02,-0.565,0.2944,14193578,49849011.0,20012777688.6,16968561716.5,None
2019-09-11,'600008,首创股份,3.54,3.54,3.5,3.53,3.52,0.02,0.5682,0.3331,16059608,56551965.0,20126486652.8,17064973999.0,None
2019-09-10,'600008,首创股份,3.52,3.56,3.49,3.52,3.54,-0.02,-0.565,0.3666,17671169,62182730.0,20012777688.6,16968561716.5,None
2019-09-09,'600008,首创股份,3.54,3.56,3.48,3.55,3.52,0.02,0.5682,0.5047,24330180,85670165.0,20126486652.8,17064973999.0,None
2019-09-06,'600008,首创股份,3.52,3.54,3.49,3.54,3.5,0.02,0.5714,0.3928,18937702,66551840.0,20012777688.6,16968561716.5,None
2019-09-05,'600008,首创股份,3.5,3.58,3.48,3.5,3.5,0.0,0.0,0.7196,34689682,122533234.0,19899068724.5,16872149434.0,None
2019-09-04,'600008,首创股份,3.5,3.5,3.44,3.44,3.46,0.04,1.1561,0.4364,21035764,73217014.0,19899068724.5,16872149434.0,None
2019-09-03,'600008,首创股份,3.46,3.48,3.39,3.41,3.42,0.04,1.1696,0.4175,20126124,69186701.0,19671650796.2,16679324869.0,None
2019-09-02,'600008,首创股份,3.42,3.43,3.33,3.34,3.35,0.07,2.0896,0.4075,19641751,66842903.0,19444232867.9,16486500304.1,None
2019-08-30,'600008,首创股份,3.35,3.43,3.33,3.4,3.38,-0.03,-0.8876,0.2738,13198754,44450156.0,19046251493.5,16149057315.4,None
2019-08-29,'600008,首创股份,3.38,3.42,3.36,3.42,3.4,-0.02,-0.5882,0.2429,11709500,39609137.0,19216814939.7,16293675739.1,None
2019-08-28,'600008,首创股份,3.4,3.44,3.34,3.35,3.37,0.03,0.8902,0.4278,20621158,69989290.0,19330523903.8,16390088021.6,None
2019-08-27,'600008,首创股份,3.37,3.38,3.32,3.33,3.31,0.06,1.8127,0.2908,14020464,47041374.0,19159960457.6,16245469597.9,None
2019-08-26,'600008,首创股份,3.31,3.33,3.28,3.3,3.37,-0.06,-1.7804,0.2187,10544294,34914008.0,18818833565.2,15956232750.4,None
2019-08-23,'600008,首创股份,3.37,3.37,3.34,3.37,3.36,0.01,0.2976,0.1982,9553043,32110080.0,19159960457.6,16245469597.9,None
2019-08-22,'600008,首创股份,3.36,3.39,3.33,3.38,3.38,-0.02,-0.5917,0.2166,10439744,35016008.0,19103105975.5,16197263456.6,None
2019-08-21,'600008,首创股份,3.38,3.38,3.34,3.36,3.34,0.04,1.1976,0.2772,13362654,44940174.0,19216814939.7,16293675739.1,None
2019-08-20,'600008,首创股份,3.34,3.41,3.34,3.35,3.34,0.0,0.0,0.3319,15998811,53809944.0,18989397011.4,16100851174.2,None
2019-08-19,'600008,首创股份,3.34,3.34,3.27,3.27,3.26,0.08,2.454,0.3831,18465868,61219569.0,18989397011.4,16100851174.2,None
2019-08-16,'600008,首创股份,3.26,3.29,3.25,3.27,3.27,-0.01,-0.3058,0.1908,9195697,30098563.0,18534561154.8,15715202044.2,None
2019-08-15,'600008,首创股份,3.27,3.28,3.2,3.23,3.28,-0.01,-0.3049,0.197,9495720,30791322.0,18591415636.9,15763408185.5,None
2019-08-14,'600008,首创股份,3.28,3.32,3.27,3.3,3.27,0.01,0.3058,0.2111,10175700,33554774.0,18648270119.0,15811614326.7,None
2019-08-13,'600008,首创股份,3.27,3.27,3.24,3.26,3.29,-0.02,-0.6079,0.1457,7023933,22869357.0,18591415636.9,15763408185.5,None
2019-08-12,'600008,首创股份,3.29,3.29,3.24,3.26,3.26,0.03,0.9202,0.1997,9627226,31385317.0,18705124601.0,15859820468.0,None
2019-08-09,'600008,首创股份,3.26,3.31,3.24,3.3,3.28,-0.02,-0.6098,0.2192,10568950,34571016.0,18534561154.8,15715202044.2,None
2019-08-08,'600008,首创股份,3.28,3.32,3.27,3.28,3.29,-0.01,-0.304,0.2452,11820534,38886705.0,18648270119.0,15811614326.7,None
2019-08-07,'600008,首创股份,3.29,3.33,3.28,3.31,3.3,-0.01,-0.303,0.203,9786320,32318541.0,18705124601.0,15859820468.0,None
2019-08-06,'600008,首创股份,3.3,3.34,3.24,3.31,3.39,-0.09,-2.6549,0.4569,22025984,72588431.0,18761979083.1,15908026609.2,None
2019-08-05,'600008,首创股份,3.39,3.41,3.37,3.4,3.42,-0.03,-0.8772,0.2155,10387242,35213327.0,19273669421.7,16341881880.4,None
2019-08-02,'600008,首创股份,3.42,3.42,3.35,3.36,3.42,0.0,0.0,0.3228,15562191,52594915.0,19444232867.9,16486500304.1,None
2019-08-01,'600008,首创股份,3.42,3.46,3.4,3.45,3.46,-0.04,-1.1561,0.2904,13999197,47884940.0,19444232867.9,16486500304.1,None
2019-07-31,'600008,首创股份,3.46,3.5,3.44,3.5,3.51,-0.05,-1.4245,0.3008,14501900,50265983.0,19671650796.2,16679324869.0,None
2019-07-30,'600008,首创股份,3.51,3.53,3.49,3.49,3.5,0.01,0.2857,0.2106,10151800,35687390.0,19955923206.6,16920355575.2,None
2019-07-29,'600008,首创股份,3.5,3.52,3.48,3.49,3.51,-0.01,-0.2849,0.1821,8778740,30684203.0,19899068724.5,16872149434.0,None
2019-07-26,'600008,首创股份,3.51,3.52,3.47,3.49,3.5,0.01,0.2857,0.1984,9562018,33458250.0,19955923206.6,16920355575.2,None
2019-07-25,'600008,首创股份,3.5,3.53,3.47,3.51,3.52,-0.02,-0.5682,0.3238,15608344,54617574.0,19899068724.5,16872149434.0,None
2019-07-24,'600008,首创股份,3.52,3.55,3.5,3.5,3.5,0.02,0.5714,0.2888,13922100,49169950.0,20012777688.6,16968561716.5,None
2019-07-23,'600008,首创股份,3.5,3.51,3.47,3.48,3.48,0.02,0.5747,0.2614,12601102,44038679.0,19899068724.5,16872149434.0,None
2019-07-22,'600008,首创股份,3.48,3.64,3.47,3.63,3.64,-0.16,-4.3956,0.644,31043928,109071901.0,19785359760.4,16775737151.5,None
2019-07-19,'600008,首创股份,3.64,3.69,3.63,3.63,3.63,0.01,0.2755,0.4195,20223628,73947550.0,20695031473.5,17547035411.4,None
2019-07-18,'600008,首创股份,3.63,3.66,3.61,3.64,3.61,0.02,0.554,0.4977,23992716,87302630.0,20638176991.4,17498829270.1,None
2019-07-17,'600008,首创股份,3.61,3.67,3.59,3.66,3.67,-0.06,-1.6349,0.4957,23894740,86464108.0,20524468027.3,17402416987.6,None
2019-07-16,'600008,首创股份,3.67,3.68,3.64,3.65,3.68,-0.01,-0.2717,0.3016,14540120,53196325.0,20865594919.7,17691653835.1,None
2019-07-15,'600008,首创股份,3.68,3.69,3.58,3.68,3.67,0.01,0.2725,0.4492,21652981,78848564.0,20922449401.8,17739859976.3,None
2019-07-12,'600008,首创股份,3.67,3.69,3.61,3.61,3.63,0.04,1.1019,0.4358,21009846,76905158.0,20865594919.7,17691653835.1,None
2019-07-11,'600008,首创股份,3.63,3.69,3.59,3.61,3.65,-0.02,-0.5479,0.4576,22058571,80129690.0,20638176991.4,17498829270.1,None
2019-07-10,'600008,首创股份,3.65,3.71,3.59,3.61,3.63,0.02,0.551,0.6108,29442435,107381829.0,20751885955.5,17595241552.6,None
2019-07-09,'600008,首创股份,3.63,3.68,3.57,3.66,3.64,-0.01,-0.2747,0.5737,27653761,99766747.0,20638176991.4,17498829270.1,None
2019-07-08,'600008,首创股份,3.64,3.79,3.63,3.77,3.83,-0.19,-4.9608,1.0646,51321302,188638098.0,20695031473.5,17547035411.4,None
2019-07-05,'600008,首创股份,3.83,3.87,3.78,3.84,3.92,-0.09,-2.2959,1.3426,64720423,247388918.0,21775266632.8,18462952094.9,None
2019-07-04,'600008,首创股份,3.92,4.2,3.9,4.05,3.94,-0.02,-0.5076,3.4778,167649196,676527525.0,22286956971.4,18896807366.1,None
2019-07-03,'600008,首创股份,3.94,3.94,3.6,3.6,3.58,0.36,10.0559,1.0801,52069648,202075045.0,22400665935.6,18993219648.6,None
2019-07-02,'600008,首创股份,3.58,3.61,3.56,3.59,3.62,-0.04,-1.105,0.3857,18594796,66629026.0,20353904581.1,17257798563.9,None
2019-07-01,'600008,首创股份,3.62,3.63,3.56,3.6,3.52,0.1,2.8409,0.5163,24891199,89699920.0,20581322509.3,17450623128.9,None
2019-06-28,'600008,首创股份,3.52,3.56,3.48,3.53,3.55,-0.03,-0.8451,0.3087,14882883,52265258.0,20012777688.6,16968561716.5,None
2019-06-27,'600008,首创股份,3.55,3.6,3.52,3.53,3.52,0.03,0.8523,0.4069,19616081,69942562.0,20183341134.8,17113180140.2,None
2019-06-26,'600008,首创股份,3.52,3.58,3.51,3.52,3.55,-0.03,-0.8451,0.3041,14660078,51943112.0,20012777688.6,16968561716.5,None
2019-06-25,'600008,首创股份,3.55,3.61,3.48,3.6,3.6,-0.05,-1.3889,0.5743,27685897,97840666.0,20183341134.8,17113180140.2,None
2019-06-24,'600008,首创股份,3.6,3.67,3.57,3.63,3.62,-0.02,-0.5525,0.5905,28465134,102597928.0,20467613545.2,17354210846.4,None
2019-06-21,'600008,首创股份,3.62,3.75,3.56,3.61,3.59,0.03,0.8357,1.1229,54132778,197268634.0,20581322509.3,17450623128.9,None
2019-06-20,'600008,首创股份,3.59,3.62,3.37,3.37,3.36,0.23,6.8452,1.4697,70848709,249626304.0,20410759063.1,17306004705.2,None
2019-06-19,'600008,首创股份,3.36,3.38,3.33,3.34,3.29,0.07,2.1277,0.3895,18775586,62952566.0,19103105975.5,16197263456.6,None
2019-06-18,'600008,首创股份,3.29,3.32,3.26,3.29,3.31,-0.02,-0.6042,0.2185,10530722,34603658.0,18705124601.0,15859820468.0,None
2019-06-17,'600008,首创股份,3.31,3.33,3.3,3.31,3.3,0.01,0.303,0.2051,9885461,32736018.0,18818833565.2,15956232750.4,None
2019-06-14,'600008,首创股份,3.3,3.4,3.3,3.39,3.39,-0.09,-2.6549,0.4543,21901364,73093341.0,18761979083.1,15908026609.2,None
2019-06-13,'600008,首创股份,3.39,3.41,3.36,3.39,3.4,-0.01,-0.2941,0.2638,12716757,43091227.0,19273669421.7,16341881880.4,None
2019-06-12,'600008,首创股份,3.4,3.44,3.38,3.42,3.42,-0.02,-0.5848,0.2794,13467971,45946267.0,19330523903.8,16390088021.6,None
2019-06-11,'600008,首创股份,3.42,3.43,3.28,3.28,3.32,0.1,3.012,0.3713,17897798,60467551.0,19444232867.9,16486500304.1,None
2019-06-10,'600008,首创股份,3.32,3.36,3.27,3.33,3.33,-0.01,-0.3003,0.28,13497049,44729643.0,18875688047.2,16004438891.7,None
2019-06-06,'600008,首创股份,3.33,3.42,3.33,3.4,3.41,-0.08,-2.346,0.2591,12490694,41807122.0,18932542529.3,16052645032.9,None
2019-06-05,'600008,首创股份,3.41,3.46,3.41,3.45,3.42,-0.01,-0.2924,0.2355,11352300,38940030.0,19387378385.9,16438294162.8,None
2019-06-04,'600008,首创股份,3.42,3.44,3.38,3.41,3.44,-0.02,-0.5814,0.219,10558585,35946950.0,19444232867.9,16486500304.1,None
2019-06-03,'600008,首创股份,3.44,3.48,3.42,3.42,3.42,0.02,0.5848,0.28,13498978,46483121.0,19557941832.1,16582912586.6,None
2019-05-31,'600008,首创股份,3.42,3.45,3.4,3.45,3.44,-0.02,-0.5814,0.1881,9068481,31073390.0,19444232867.9,16486500304.1,None
2019-05-30,'600008,首创股份,3.44,3.45,3.4,3.44,3.47,-0.03,-0.8646,0.2706,13046437,44641583.0,19557941832.1,16582912586.6,None
2019-05-29,'600008,首创股份,3.47,3.52,3.41,3.44,3.44,0.03,0.8721,0.3537,17052763,59246300.0,19728505278.3,16727531010.3,None
2019-05-28,'600008,首创股份,3.44,3.48,3.41,3.47,3.46,-0.02,-0.578,0.3335,16075400,55479367.0,19557941832.1,16582912586.6,None
2019-05-27,'600008,首创股份,3.46,3.46,3.39,3.41,3.39,0.07,2.0649,0.2438,11751333,40334118.0,19671650796.2,16679324869.0,None
2019-05-24,'600008,首创股份,3.39,3.42,3.35,3.37,3.37,0.02,0.5935,0.166,8001248,27129976.0,19273669421.7,16341881880.4,None
2019-05-23,'600008,XD首创股,3.37,3.46,3.36,3.45,3.45,-0.08,-2.3188,0.2692,12977000,44112849.0,19159960457.6,16245469597.9,None
2019-05-22,'600008,首创股份,3.53,3.55,3.5,3.54,3.55,-0.02,-0.5634,0.2636,12705990,44705611.0,20069632170.7,17016767857.7,None
2019-05-21,'600008,首创股份,3.55,3.57,3.5,3.52,3.51,0.04,1.1396,0.3359,16190864,57344195.0,20183341134.8,17113180140.2,None
2019-05-20,'600008,首创股份,3.51,3.52,3.45,3.5,3.48,0.03,0.8621,0.2631,12684595,44150001.0,19955923206.6,16920355575.2,None
2019-05-17,'600008,首创股份,3.48,3.6,3.47,3.55,3.58,-0.1,-2.7933,0.3171,15287474,53918129.0,19785359760.4,16775737151.5,None
2019-05-16,'600008,首创股份,3.58,3.59,3.54,3.57,3.57,0.01,0.2801,0.2654,12795110,45679431.0,20353904581.1,17257798563.9,None
2019-05-15,'600008,首创股份,3.57,3.57,3.5,3.5,3.49,0.08,2.2923,0.3484,16797231,59540568.0,20297050099.0,17209592422.7,None
2019-05-14,'600008,首创股份,3.49,3.51,3.43,3.45,3.47,0.02,0.5764,0.3635,17521877,61077291.0,19842214242.4,16823943292.8,None
2019-05-13,'600008,首创股份,3.47,3.5,3.45,3.47,3.52,-0.05,-1.4205,0.3767,18161397,63021748.0,19728505278.3,16727531010.3,None
2019-05-10,'600008,首创股份,3.52,3.52,3.4,3.47,3.44,0.08,2.3256,0.454,21885787,76198007.0,20012777688.6,16968561716.5,None
2019-05-09,'600008,首创股份,3.44,3.55,3.42,3.51,3.54,-0.1,-2.8249,0.4578,22067793,76764934.0,19557941832.1,16582912586.6,None
2019-05-08,'600008,首创股份,3.54,3.6,3.5,3.53,3.62,-0.08,-2.2099,0.5009,24146895,85822229.0,20126486652.8,17064973999.0,None
2019-05-07,'600008,首创股份,3.62,3.69,3.53,3.65,3.65,-0.03,-0.8219,0.54,26031096,93922534.0,20581322509.3,17450623128.9,None
2019-05-06,'600008,首创股份,3.65,3.9,3.52,3.9,3.91,-0.26,-6.6496,0.7725,37239036,137240262.0,20751885955.5,17595241552.6,None
2019-04-30,'600008,首创股份,3.91,3.98,3.89,3.9,3.9,0.01,0.2564,0.3778,18212260,71707722.0,22230102489.4,18848601224.8,None
2019-04-29,'600008,首创股份,3.9,4.06,3.9,4.02,4.03,-0.13,-3.2258,0.5417,26114833,103315060.0,22173248007.3,18800395083.6,None
2019-04-26,'600008,首创股份,4.03,4.08,4.0,4.01,4.02,0.01,0.2488,0.4434,21376334,86391900.0,22912356274.2,19427074919.7,None
